0.09493208,0.35325348
0.7418642,0.27944958
0.69794446,0.37361073
0.07600367,0.37344316
0.027811766,0.4671477
0.13999707,0.43606338
0.21479681,0.43916497
0.29944992,0.44060922
0.35495004,0.4228231
0.40691426,0.40006727
0.3871137,0.4139449
0.37066883,0.4121194
0.41394037,0.4762562
0.36703706,0.3822665
0.347274,0.38586128
0.39937848,0.5570965
0.6931901,0.59984756
0.28791165,0.3049417
0.296246,0.29034203
0.29134667,0.34322578
0.72008544,0.36823642
0.96919537,0.39243263
0.44774687,0.6350973
0.07458401,0.5868385
0.26889473,0.3230105
0.7041564,0.63121814
0.6297198,0.52743435
0.7189766,0.4702288
0.78230697,0.610064
0.17167717,0.38437715
0.28028393,0.3649258
0.60755485,0.33415294
0.5947963,0.82413673
0.66274345,0.5759237
0.7582275,0.2700193
0.07679853,0.39630955
0.4792893,0.93726945
0.47844556,0.98396707
0.46013254,0.9752642
0.87340224,0.36318237
0.70773286,0.7237556
0.38800097,0.06329647
0.77759343,0.6932732
0.45084324,0.09304309
0.35120732,0.5959999
0.134749,0.5569774
0.35151017,0.6312984
0.37635076,0.5805168
0.3296277,0.1740439
0.87084174,0.4053954
0.5463104,0.2864995
0.71968055,0.18772513
0.86007464,0.37086082
0.19153774,0.6165445
0.29049242,0.5889875
0.21541348,0.62661844
0.2536316,0.57368124
0.41583186,0.9792857
0.67107666,0.12928641
0.9246414,0.5994373
0.599776,0.4849082
0.6638619,0.14129284
0.5687778,0.5476929
0.15174052,0.4461798
0.4559897,0.6137711
0.0315879,0.5693544
0.09844211,0.5001911
0.030950487,0.4805011
0.5305261,0.8290626
0.38242763,0.09858987
0.68280894,0.6186514
0.55105513,0.46227348
0.64194494,0.2653227
0.3544016,0.53677773
0.6405326,0.45618546
0.73488665,0.732146
0.77170956,0.15693313
0.8642018,0.33010435
0.85463846,0.3311382
0.53653574,0.42062837
0.90096724,0.43890905
0.81833506,0.18013683
0.33791324,0.5396676
0.5259539,0.69340444
0.24159388,0.6191448
0.282714,0.6308811
0.21612734,0.5244147
0.20057249,0.5216323
0.2397183,0.50723493
0.9455657,0.53759956
0.93188095,0.6074119
0.4794743,0.01055795
0.7599528,0.6710918
0.6863786,0.63871723
0.45056835,0.95673597
0.29809678,0.45503324
0.57648015,0.8669845
0.61881053,0.24817222
0.44356728,0.3391658
0.48282266,0.3456753
0.32867977,0.05957967
0.19073227,0.53773284
0.32204667,0.7262406
0.13351753,0.5536679
0.6950397,0.37994665
0.55018663,0.13885099
0.46675766,0.61329484
0.23699418,0.46729
0.31560802,0.47376746
0.354603,0.6299872
0.032628834,0.615826
0.29365316,0.7177725
0.6379891,0.76677763
0.108807564,0.54849905
0.39111608,0.2183131
0.75430053,0.6157727
0.63761485,0.44919485
0.66119415,0.12417993
0.25414562,0.68391156
0.5916761,0.5409294
0.31963193,0.87203467
0.41048348,0.70982075
0.40227482,0.7079545
0.47709563,0.80319846
0.40848047,0.5240745
0.2084521,0.64190716
0.14388102,0.69558704
0.9391385,0.43818673
0.7167264,0.22948241
0.83550835,0.30165637
0.4394709,0.9948633
0.05664137,0.74837404
0.07018882,0.76522577
0.070281476,0.76566696
0.50535583,0.775192
0.28737193,0.724734
0.6172191,0.71814907
0.81088245,0.28267473
0.7304667,0.3128965
0.30492556,0.9154085
0.29360664,0.91591907
0.43140814,0.9746891
0.3101279,0.91458905
0.31739998,0.88351434
0.24086225,0.8951333
0.73046404,0.22971964
0.5833036,0.15717882
0.73075753,0.74848324
0.4255854,0.6291622
0.43278,0.072347224
0.41070876,0.07639137
0.34018087,0.18311524
0.42173848,0.6520947
0.65748274,0.55921966
0.6663881,0.5612028
0.34044558,0.843934
0.4952963,0.42369387
